input_u16,output_q16_hex,output_q16,div0,sat,norm_shift,lut_idx,a_q1_15,x0_q0_16,x1_q0_16
14633,0x0004,4,0,0,2,201,0xE4A4,0x8F40,0x8F52
14634,0x0004,4,0,0,2,201,0xE4A8,0x8F40,0x8F4F
14635,0x0004,4,0,0,2,201,0xE4AC,0x8F40,0x8F4C
14636,0x0004,4,0,0,2,201,0xE4B0,0x8F40,0x8F4A
14637,0x0004,4,0,0,2,201,0xE4B4,0x8F40,0x8F48
14638,0x0004,4,0,0,2,201,0xE4B8,0x8F40,0x8F46
14639,0x0004,4,0,0,2,201,0xE4BC,0x8F40,0x8F42
14640,0x0004,4,0,0,2,201,0xE4C0,0x8F40,0x8F40
14641,0x0004,4,0,0,2,201,0xE4C4,0x8F40,0x8F3E
14642,0x0004,4,0,0,2,201,0xE4C8,0x8F40,0x8F3C
14643,0x0004,4,0,0,2,201,0xE4CC,0x8F40,0x8F38
14644,0x0004,4,0,0,2,201,0xE4D0,0x8F40,0x8F36
14645,0x0004,4,0,0,2,201,0xE4D4,0x8F40,0x8F34
14646,0x0004,4,0,0,2,201,0xE4D8,0x8F40,0x8F31
14647,0x0004,4,0,0,2,201,0xE4DC,0x8F40,0x8F2E
14648,0x0004,4,0,0,2,201,0xE4E0,0x8F40,0x8F2C
14649,0x0004,4,0,0,2,201,0xE4E4,0x8F40,0x8F2A
14650,0x0004,4,0,0,2,201,0xE4E8,0x8F40,0x8F27
14651,0x0004,4,0,0,2,201,0xE4EC,0x8F40,0x8F24
14652,0x0004,4,0,0,2,201,0xE4F0,0x8F40,0x8F22
14653,0x0004,4,0,0,2,201,0xE4F4,0x8F40,0x8F20
14654,0x0004,4,0,0,2,201,0xE4F8,0x8F40,0x8F1D
14655,0x0004,4,0,0,2,201,0xE4FC,0x8F40,0x8F1A
14656,0x0004,4,0,0,2,202,0xE500,0x8EF0,0x8F18
14657,0x0004,4,0,0,2,202,0xE504,0x8EF0,0x8F16
14658,0x0004,4,0,0,2,202,0xE508,0x8EF0,0x8F13
14659,0x0004,4,0,0,2,202,0xE50C,0x8EF0,0x8F10
14660,0x0004,4,0,0,2,202,0xE510,0x8EF0,0x8F0E
14661,0x0004,4,0,0,2,202,0xE514,0x8EF0,0x8F0C
14662,0x0004,4,0,0,2,202,0xE518,0x8EF0,0x8F09
14663,0x0004,4,0,0,2,202,0xE51C,0x8EF0,0x8F06
14664,0x0004,4,0,0,2,202,0xE520,0x8EF0,0x8F04
14665,0x0004,4,0,0,2,202,0xE524,0x8EF0,0x8F02
14666,0x0004,4,0,0,2,202,0xE528,0x8EF0,0x8EFF
14667,0x0004,4,0,0,2,202,0xE52C,0x8EF0,0x8EFC
14668,0x0004,4,0,0,2,202,0xE530,0x8EF0,0x8EFA
14669,0x0004,4,0,0,2,202,0xE534,0x8EF0,0x8EF8
14670,0x0004,4,0,0,2,202,0xE538,0x8EF0,0x8EF6
14671,0x0004,4,0,0,2,202,0xE53C,0x8EF0,0x8EF2
14672,0x0004,4,0,0,2,202,0xE540,0x8EF0,0x8EF0
14673,0x0004,4,0,0,2,202,0xE544,0x8EF0,0x8EEE
14674,0x0004,4,0,0,2,202,0xE548,0x8EF0,0x8EEC
14675,0x0004,4,0,0,2,202,0xE54C,0x8EF0,0x8EE8
14676,0x0004,4,0,0,2,202,0xE550,0x8EF0,0x8EE6
14677,0x0004,4,0,0,2,202,0xE554,0x8EF0,0x8EE4
14678,0x0004,4,0,0,2,202,0xE558,0x8EF0,0x8EE1
14679,0x0004,4,0,0,2,202,0xE55C,0x8EF0,0x8EDE
14680,0x0004,4,0,0,2,202,0xE560,0x8EF0,0x8EDC
14681,0x0004,4,0,0,2,202,0xE564,0x8EF0,0x8EDA
14682,0x0004,4,0,0,2,202,0xE568,0x8EF0,0x8ED7
14683,0x0004,4,0,0,2,202,0xE56C,0x8EF0,0x8ED5
14684,0x0004,4,0,0,2,202,0xE570,0x8EF0,0x8ED2
14685,0x0004,4,0,0,2,202,0xE574,0x8EF0,0x8ED0
14686,0x0004,4,0,0,2,202,0xE578,0x8EF0,0x8ECD
14687,0x0004,4,0,0,2,202,0xE57C,0x8EF0,0x8ECB
14688,0x0004,4,0,0,2,203,0xE580,0x8EA0,0x8EC8
14689,0x0004,4,0,0,2,203,0xE584,0x8EA0,0x8EC6
14690,0x0004,4,0,0,2,203,0xE588,0x8EA0,0x8EC4
14691,0x0004,4,0,0,2,203,0xE58C,0x8EA0,0x8EC0
14692,0x0004,4,0,0,2,203,0xE590,0x8EA0,0x8EBE
14693,0x0004,4,0,0,2,203,0xE594,0x8EA0,0x8EBC
14694,0x0004,4,0,0,2,203,0xE598,0x8EA0,0x8EBA
14695,0x0004,4,0,0,2,203,0xE59C,0x8EA0,0x8EB6
14696,0x0004,4,0,0,2,203,0xE5A0,0x8EA0,0x8EB4
14697,0x0004,4,0,0,2,203,0xE5A4,0x8EA0,0x8EB2
14698,0x0004,4,0,0,2,203,0xE5A8,0x8EA0,0x8EB0
14699,0x0004,4,0,0,2,203,0xE5AC,0x8EA0,0x8EAD
14700,0x0004,4,0,0,2,203,0xE5B0,0x8EA0,0x8EAA
14701,0x0004,4,0,0,2,203,0xE5B4,0x8EA0,0x8EA8
14702,0x0004,4,0,0,2,203,0xE5B8,0x8EA0,0x8EA6
14703,0x0004,4,0,0,2,203,0xE5BC,0x8EA0,0x8EA3
14704,0x0004,4,0,0,2,203,0xE5C0,0x8EA0,0x8EA0
14705,0x0004,4,0,0,2,203,0xE5C4,0x8EA0,0x8E9E
14706,0x0004,4,0,0,2,203,0xE5C8,0x8EA0,0x8E9C
14707,0x0004,4,0,0,2,203,0xE5CC,0x8EA0,0x8E99
14708,0x0004,4,0,0,2,203,0xE5D0,0x8EA0,0x8E96
14709,0x0004,4,0,0,2,203,0xE5D4,0x8EA0,0x8E94
14710,0x0004,4,0,0,2,203,0xE5D8,0x8EA0,0x8E92
14711,0x0004,4,0,0,2,203,0xE5DC,0x8EA0,0x8E8F
14712,0x0004,4,0,0,2,203,0xE5E0,0x8EA0,0x8E8D
14713,0x0004,4,0,0,2,203,0xE5E4,0x8EA0,0x8E8A
14714,0x0004,4,0,0,2,203,0xE5E8,0x8EA0,0x8E87
14715,0x0004,4,0,0,2,203,0xE5EC,0x8EA0,0x8E85
14716,0x0004,4,0,0,2,203,0xE5F0,0x8EA0,0x8E83
14717,0x0004,4,0,0,2,203,0xE5F4,0x8EA0,0x8E80
14718,0x0004,4,0,0,2,203,0xE5F8,0x8EA0,0x8E7D
14719,0x0004,4,0,0,2,203,0xE5FC,0x8EA0,0x8E7B
14720,0x0004,4,0,0,2,204,0xE600,0x8E51,0x8E79
14721,0x0004,4,0,0,2,204,0xE604,0x8E51,0x8E77
14722,0x0004,4,0,0,2,204,0xE608,0x8E51,0x8E73
14723,0x0004,4,0,0,2,204,0xE60C,0x8E51,0x8E71
14724,0x0004,4,0,0,2,204,0xE610,0x8E51,0x8E6F
14725,0x0004,4,0,0,2,204,0xE614,0x8E51,0x8E6D
14726,0x0004,4,0,0,2,204,0xE618,0x8E51,0x8E69
14727,0x0004,4,0,0,2,204,0xE61C,0x8E51,0x8E67
14728,0x0004,4,0,0,2,204,0xE620,0x8E51,0x8E65
14729,0x0004,4,0,0,2,204,0xE624,0x8E51,0x8E63
14730,0x0004,4,0,0,2,204,0xE628,0x8E51,0x8E5F
14731,0x0004,4,0,0,2,204,0xE62C,0x8E51,0x8E5D
14732,0x0004,4,0,0,2,204,0xE630,0x8E51,0x8E5B
14733,0x0004,4,0,0,2,204,0xE634,0x8E51,0x8E59
14734,0x0004,4,0,0,2,204,0xE638,0x8E51,0x8E57
14735,0x0004,4,0,0,2,204,0xE63C,0x8E51,0x8E53
14736,0x0004,4,0,0,2,204,0xE640,0x8E51,0x8E51
14737,0x0004,4,0,0,2,204,0xE644,0x8E51,0x8E4F
14738,0x0004,4,0,0,2,204,0xE648,0x8E51,0x8E4D
14739,0x0004,4,0,0,2,204,0xE64C,0x8E51,0x8E49
14740,0x0004,4,0,0,2,204,0xE650,0x8E51,0x8E47
14741,0x0004,4,0,0,2,204,0xE654,0x8E51,0x8E45
14742,0x0004,4,0,0,2,204,0xE658,0x8E51,0x8E43
14743,0x0004,4,0,0,2,204,0xE65C,0x8E51,0x8E40
14744,0x0004,4,0,0,2,204,0xE660,0x8E51,0x8E3D
14745,0x0004,4,0,0,2,204,0xE664,0x8E51,0x8E3B
14746,0x0004,4,0,0,2,204,0xE668,0x8E51,0x8E39
14747,0x0004,4,0,0,2,204,0xE66C,0x8E51,0x8E36
14748,0x0004,4,0,0,2,204,0xE670,0x8E51,0x8E33
14749,0x0004,4,0,0,2,204,0xE674,0x8E51,0x8E31
14750,0x0004,4,0,0,2,204,0xE678,0x8E51,0x8E2F
14751,0x0004,4,0,0,2,204,0xE67C,0x8E51,0x8E2C
14752,0x0004,4,0,0,2,205,0xE680,0x8E02,0x8E2A
14753,0x0004,4,0,0,2,205,0xE684,0x8E02,0x8E27
14754,0x0004,4,0,0,2,205,0xE688,0x8E02,0x8E24
14755,0x0004,4,0,0,2,205,0xE68C,0x8E02,0x8E22
14756,0x0004,4,0,0,2,205,0xE690,0x8E02,0x8E20
14757,0x0004,4,0,0,2,205,0xE694,0x8E02,0x8E1E
14758,0x0004,4,0,0,2,205,0xE698,0x8E02,0x8E1A
14759,0x0004,4,0,0,2,205,0xE69C,0x8E02,0x8E18
14760,0x0004,4,0,0,2,205,0xE6A0,0x8E02,0x8E16
14761,0x0004,4,0,0,2,205,0xE6A4,0x8E02,0x8E14
14762,0x0004,4,0,0,2,205,0xE6A8,0x8E02,0x8E12
14763,0x0004,4,0,0,2,205,0xE6AC,0x8E02,0x8E0E
14764,0x0004,4,0,0,2,205,0xE6B0,0x8E02,0x8E0C
14765,0x0004,4,0,0,2,205,0xE6B4,0x8E02,0x8E0A
14766,0x0004,4,0,0,2,205,0xE6B8,0x8E02,0x8E08
14767,0x0004,4,0,0,2,205,0xE6BC,0x8E02,0x8E04
14768,0x0004,4,0,0,2,205,0xE6C0,0x8E02,0x8E02
14769,0x0004,4,0,0,2,205,0xE6C4,0x8E02,0x8E00
14770,0x0004,4,0,0,2,205,0xE6C8,0x8E02,0x8DFE
14771,0x0004,4,0,0,2,205,0xE6CC,0x8E02,0x8DFB
14772,0x0004,4,0,0,2,205,0xE6D0,0x8E02,0x8DF8
14773,0x0004,4,0,0,2,205,0xE6D4,0x8E02,0x8DF6
14774,0x0004,4,0,0,2,205,0xE6D8,0x8E02,0x8DF4
14775,0x0004,4,0,0,2,205,0xE6DC,0x8E02,0x8DF1
14776,0x0004,4,0,0,2,205,0xE6E0,0x8E02,0x8DEE
14777,0x0004,4,0,0,2,205,0xE6E4,0x8E02,0x8DEC
14778,0x0004,4,0,0,2,205,0xE6E8,0x8E02,0x8DEA
14779,0x0004,4,0,0,2,205,0xE6EC,0x8E02,0x8DE7
14780,0x0004,4,0,0,2,205,0xE6F0,0x8E02,0x8DE5
14781,0x0004,4,0,0,2,205,0xE6F4,0x8E02,0x8DE2
14782,0x0004,4,0,0,2,205,0xE6F8,0x8E02,0x8DE0
14783,0x0004,4,0,0,2,205,0xE6FC,0x8E02,0x8DDD
14784,0x0004,4,0,0,2,206,0xE700,0x8DB3,0x8DDB
14785,0x0004,4,0,0,2,206,0xE704,0x8DB3,0x8DD9
14786,0x0004,4,0,0,2,206,0xE708,0x8DB3,0x8DD6
14787,0x0004,4,0,0,2,206,0xE70C,0x8DB3,0x8DD3
14788,0x0004,4,0,0,2,206,0xE710,0x8DB3,0x8DD1
14789,0x0004,4,0,0,2,206,0xE714,0x8DB3,0x8DCF
14790,0x0004,4,0,0,2,206,0xE718,0x8DB3,0x8DCC
14791,0x0004,4,0,0,2,206,0xE71C,0x8DB3,0x8DC9
14792,0x0004,4,0,0,2,206,0xE720,0x8DB3,0x8DC7
14793,0x0004,4,0,0,2,206,0xE724,0x8DB3,0x8DC5
14794,0x0004,4,0,0,2,206,0xE728,0x8DB3,0x8DC2
14795,0x0004,4,0,0,2,206,0xE72C,0x8DB3,0x8DC0
14796,0x0004,4,0,0,2,206,0xE730,0x8DB3,0x8DBD
14797,0x0004,4,0,0,2,206,0xE734,0x8DB3,0x8DBB
14798,0x0004,4,0,0,2,206,0xE738,0x8DB3,0x8DB9
14799,0x0004,4,0,0,2,206,0xE73C,0x8DB3,0x8DB6
14800,0x0004,4,0,0,2,206,0xE740,0x8DB3,0x8DB4
14801,0x0004,4,0,0,2,206,0xE744,0x8DB3,0x8DB1
14802,0x0004,4,0,0,2,206,0xE748,0x8DB3,0x8DAF
14803,0x0004,4,0,0,2,206,0xE74C,0x8DB3,0x8DAC
14804,0x0004,4,0,0,2,206,0xE750,0x8DB3,0x8DAA
14805,0x0004,4,0,0,2,206,0xE754,0x8DB3,0x8DA7
14806,0x0004,4,0,0,2,206,0xE758,0x8DB3,0x8DA5
14807,0x0004,4,0,0,2,206,0xE75C,0x8DB3,0x8DA2
14808,0x0004,4,0,0,2,206,0xE760,0x8DB3,0x8DA0
14809,0x0004,4,0,0,2,206,0xE764,0x8DB3,0x8D9E
14810,0x0004,4,0,0,2,206,0xE768,0x8DB3,0x8D9B
14811,0x0004,4,0,0,2,206,0xE76C,0x8DB3,0x8D98
14812,0x0004,4,0,0,2,206,0xE770,0x8DB3,0x8D96
14813,0x0004,4,0,0,2,206,0xE774,0x8DB3,0x8D94
14814,0x0004,4,0,0,2,206,0xE778,0x8DB3,0x8D92
14815,0x0004,4,0,0,2,206,0xE77C,0x8DB3,0x8D8E
14816,0x0004,4,0,0,2,207,0xE780,0x8D65,0x8D8D
14817,0x0004,4,0,0,2,207,0xE784,0x8D65,0x8D89
14818,0x0004,4,0,0,2,207,0xE788,0x8D65,0x8D87
14819,0x0004,4,0,0,2,207,0xE78C,0x8D65,0x8D85
14820,0x0004,4,0,0,2,207,0xE790,0x8D65,0x8D83
14821,0x0004,4,0,0,2,207,0xE794,0x8D65,0x8D81
14822,0x0004,4,0,0,2,207,0xE798,0x8D65,0x8D7D
14823,0x0004,4,0,0,2,207,0xE79C,0x8D65,0x8D7B
14824,0x0004,4,0,0,2,207,0xE7A0,0x8D65,0x8D79
14825,0x0004,4,0,0,2,207,0xE7A4,0x8D65,0x8D77
14826,0x0004,4,0,0,2,207,0xE7A8,0x8D65,0x8D74
14827,0x0004,4,0,0,2,207,0xE7AC,0x8D65,0x8D71
14828,0x0004,4,0,0,2,207,0xE7B0,0x8D65,0x8D6F
14829,0x0004,4,0,0,2,207,0xE7B4,0x8D65,0x8D6D
14830,0x0004,4,0,0,2,207,0xE7B8,0x8D65,0x8D6B
14831,0x0004,4,0,0,2,207,0xE7BC,0x8D65,0x8D68
14832,0x0004,4,0,0,2,207,0xE7C0,0x8D65,0x8D65
14833,0x0004,4,0,0,2,207,0xE7C4,0x8D65,0x8D63
14834,0x0004,4,0,0,2,207,0xE7C8,0x8D65,0x8D61
14835,0x0004,4,0,0,2,207,0xE7CC,0x8D65,0x8D5E
14836,0x0004,4,0,0,2,207,0xE7D0,0x8D65,0x8D5B
14837,0x0004,4,0,0,2,207,0xE7D4,0x8D65,0x8D59
14838,0x0004,4,0,0,2,207,0xE7D8,0x8D65,0x8D57
14839,0x0004,4,0,0,2,207,0xE7DC,0x8D65,0x8D54
14840,0x0004,4,0,0,2,207,0xE7E0,0x8D65,0x8D52
14841,0x0004,4,0,0,2,207,0xE7E4,0x8D65,0x8D4F
14842,0x0004,4,0,0,2,207,0xE7E8,0x8D65,0x8D4D
14843,0x0004,4,0,0,2,207,0xE7EC,0x8D65,0x8D4A
14844,0x0004,4,0,0,2,207,0xE7F0,0x8D65,0x8D48
14845,0x0004,4,0,0,2,207,0xE7F4,0x8D65,0x8D46
14846,0x0004,4,0,0,2,207,0xE7F8,0x8D65,0x8D43
14847,0x0004,4,0,0,2,207,0xE7FC,0x8D65,0x8D41
14848,0x0004,4,0,0,2,208,0xE800,0x8D17,0x8D3F
14849,0x0004,4,0,0,2,208,0xE804,0x8D17,0x8D3B
14850,0x0004,4,0,0,2,208,0xE808,0x8D17,0x8D39
14851,0x0004,4,0,0,2,208,0xE80C,0x8D17,0x8D37
14852,0x0004,4,0,0,2,208,0xE810,0x8D17,0x8D35
14853,0x0004,4,0,0,2,208,0xE814,0x8D17,0x8D33
14854,0x0004,4,0,0,2,208,0xE818,0x8D17,0x8D2F
14855,0x0004,4,0,0,2,208,0xE81C,0x8D17,0x8D2D
14856,0x0004,4,0,0,2,208,0xE820,0x8D17,0x8D2B
14857,0x0004,4,0,0,2,208,0xE824,0x8D17,0x8D29
14858,0x0004,4,0,0,2,208,0xE828,0x8D17,0x8D26
14859,0x0004,4,0,0,2,208,0xE82C,0x8D17,0x8D23
14860,0x0004,4,0,0,2,208,0xE830,0x8D17,0x8D21
14861,0x0004,4,0,0,2,208,0xE834,0x8D17,0x8D1F
14862,0x0004,4,0,0,2,208,0xE838,0x8D17,0x8D1D
14863,0x0004,4,0,0,2,208,0xE83C,0x8D17,0x8D1A
14864,0x0004,4,0,0,2,208,0xE840,0x8D17,0x8D17
14865,0x0004,4,0,0,2,208,0xE844,0x8D17,0x8D15
14866,0x0004,4,0,0,2,208,0xE848,0x8D17,0x8D13
14867,0x0004,4,0,0,2,208,0xE84C,0x8D17,0x8D10
14868,0x0004,4,0,0,2,208,0xE850,0x8D17,0x8D0E
14869,0x0004,4,0,0,2,208,0xE854,0x8D17,0x8D0B
14870,0x0004,4,0,0,2,208,0xE858,0x8D17,0x8D09
14871,0x0004,4,0,0,2,208,0xE85C,0x8D17,0x8D06
14872,0x0004,4,0,0,2,208,0xE860,0x8D17,0x8D04
14873,0x0004,4,0,0,2,208,0xE864,0x8D17,0x8D02
14874,0x0004,4,0,0,2,208,0xE868,0x8D17,0x8CFF
14875,0x0004,4,0,0,2,208,0xE86C,0x8D17,0x8CFD
14876,0x0004,4,0,0,2,208,0xE870,0x8D17,0x8CFA
14877,0x0004,4,0,0,2,208,0xE874,0x8D17,0x8CF8
14878,0x0004,4,0,0,2,208,0xE878,0x8D17,0x8CF6
14879,0x0004,4,0,0,2,208,0xE87C,0x8D17,0x8CF3
14880,0x0004,4,0,0,2,209,0xE880,0x8CC9,0x8CF1
14881,0x0004,4,0,0,2,209,0xE884,0x8CC9,0x8CEE
14882,0x0004,4,0,0,2,209,0xE888,0x8CC9,0x8CEC
14883,0x0004,4,0,0,2,209,0xE88C,0x8CC9,0x8CE9
14884,0x0004,4,0,0,2,209,0xE890,0x8CC9,0x8CE7
14885,0x0004,4,0,0,2,209,0xE894,0x8CC9,0x8CE4
14886,0x0004,4,0,0,2,209,0xE898,0x8CC9,0x8CE2
14887,0x0004,4,0,0,2,209,0xE89C,0x8CC9,0x8CE0
14888,0x0004,4,0,0,2,209,0xE8A0,0x8CC9,0x8CDD
14889,0x0004,4,0,0,2,209,0xE8A4,0x8CC9,0x8CDB
14890,0x0004,4,0,0,2,209,0xE8A8,0x8CC9,0x8CD8
14891,0x0004,4,0,0,2,209,0xE8AC,0x8CC9,0x8CD6
14892,0x0004,4,0,0,2,209,0xE8B0,0x8CC9,0x8CD4
14893,0x0004,4,0,0,2,209,0xE8B4,0x8CC9,0x8CD1
14894,0x0004,4,0,0,2,209,0xE8B8,0x8CC9,0x8CCE
14895,0x0004,4,0,0,2,209,0xE8BC,0x8CC9,0x8CCC
14896,0x0004,4,0,0,2,209,0xE8C0,0x8CC9,0x8CCA
14897,0x0004,4,0,0,2,209,0xE8C4,0x8CC9,0x8CC8
14898,0x0004,4,0,0,2,209,0xE8C8,0x8CC9,0x8CC5
14899,0x0004,4,0,0,2,209,0xE8CC,0x8CC9,0x8CC2
14900,0x0004,4,0,0,2,209,0xE8D0,0x8CC9,0x8CC0
14901,0x0004,4,0,0,2,209,0xE8D4,0x8CC9,0x8CBE
14902,0x0004,4,0,0,2,209,0xE8D8,0x8CC9,0x8CBC
14903,0x0004,4,0,0,2,209,0xE8DC,0x8CC9,0x8CB9
14904,0x0004,4,0,0,2,209,0xE8E0,0x8CC9,0x8CB6
14905,0x0004,4,0,0,2,209,0xE8E4,0x8CC9,0x8CB4
14906,0x0004,4,0,0,2,209,0xE8E8,0x8CC9,0x8CB2
14907,0x0004,4,0,0,2,209,0xE8EC,0x8CC9,0x8CB0
14908,0x0004,4,0,0,2,209,0xE8F0,0x8CC9,0x8CAC
14909,0x0004,4,0,0,2,209,0xE8F4,0x8CC9,0x8CAA
14910,0x0004,4,0,0,2,209,0xE8F8,0x8CC9,0x8CA8
14911,0x0004,4,0,0,2,209,0xE8FC,0x8CC9,0x8CA6
14912,0x0004,4,0,0,2,210,0xE900,0x8C7C,0x8CA4
14913,0x0004,4,0,0,2,210,0xE904,0x8C7C,0x8CA0
14914,0x0004,4,0,0,2,210,0xE908,0x8C7C,0x8C9E
14915,0x0004,4,0,0,2,210,0xE90C,0x8C7C,0x8C9C
14916,0x0004,4,0,0,2,210,0xE910,0x8C7C,0x8C9A
14917,0x0004,4,0,0,2,210,0xE914,0x8C7C,0x8C97
14918,0x0004,4,0,0,2,210,0xE918,0x8C7C,0x8C94
14919,0x0004,4,0,0,2,210,0xE91C,0x8C7C,0x8C92
14920,0x0004,4,0,0,2,210,0xE920,0x8C7C,0x8C90
14921,0x0004,4,0,0,2,210,0xE924,0x8C7C,0x8C8E
14922,0x0004,4,0,0,2,210,0xE928,0x8C7C,0x8C8B
14923,0x0004,4,0,0,2,210,0xE92C,0x8C7C,0x8C88
14924,0x0004,4,0,0,2,210,0xE930,0x8C7C,0x8C86
14925,0x0004,4,0,0,2,210,0xE934,0x8C7C,0x8C84
14926,0x0004,4,0,0,2,210,0xE938,0x8C7C,0x8C81
14927,0x0004,4,0,0,2,210,0xE93C,0x8C7C,0x8C7F
14928,0x0004,4,0,0,2,210,0xE940,0x8C7C,0x8C7D
14929,0x0004,4,0,0,2,210,0xE944,0x8C7C,0x8C7A
14930,0x0004,4,0,0,2,210,0xE948,0x8C7C,0x8C78
14931,0x0004,4,0,0,2,210,0xE94C,0x8C7C,0x8C75
14932,0x0004,4,0,0,2,210,0xE950,0x8C7C,0x8C73
14933,0x0004,4,0,0,2,210,0xE954,0x8C7C,0x8C71
14934,0x0004,4,0,0,2,210,0xE958,0x8C7C,0x8C6E
14935,0x0004,4,0,0,2,210,0xE95C,0x8C7C,0x8C6C
14936,0x0004,4,0,0,2,210,0xE960,0x8C7C,0x8C69
14937,0x0004,4,0,0,2,210,0xE964,0x8C7C,0x8C67
14938,0x0004,4,0,0,2,210,0xE968,0x8C7C,0x8C65
14939,0x0004,4,0,0,2,210,0xE96C,0x8C7C,0x8C62
14940,0x0004,4,0,0,2,210,0xE970,0x8C7C,0x8C5F
14941,0x0004,4,0,0,2,210,0xE974,0x8C7C,0x8C5D
14942,0x0004,4,0,0,2,210,0xE978,0x8C7C,0x8C5B
14943,0x0004,4,0,0,2,210,0xE97C,0x8C7C,0x8C59
14944,0x0004,4,0,0,2,211,0xE980,0x8C2F,0x8C56
14945,0x0004,4,0,0,2,211,0xE984,0x8C2F,0x8C53
14946,0x0004,4,0,0,2,211,0xE988,0x8C2F,0x8C51
14947,0x0004,4,0,0,2,211,0xE98C,0x8C2F,0x8C4F
14948,0x0004,4,0,0,2,211,0xE990,0x8C2F,0x8C4D
14949,0x0004,4,0,0,2,211,0xE994,0x8C2F,0x8C4A
14950,0x0004,4,0,0,2,211,0xE998,0x8C2F,0x8C47
14951,0x0004,4,0,0,2,211,0xE99C,0x8C2F,0x8C45
14952,0x0004,4,0,0,2,211,0xE9A0,0x8C2F,0x8C43
14953,0x0004,4,0,0,2,211,0xE9A4,0x8C2F,0x8C41
14954,0x0004,4,0,0,2,211,0xE9A8,0x8C2F,0x8C3E
14955,0x0004,4,0,0,2,211,0xE9AC,0x8C2F,0x8C3C
14956,0x0004,4,0,0,2,211,0xE9B0,0x8C2F,0x8C39
14957,0x0004,4,0,0,2,211,0xE9B4,0x8C2F,0x8C37
14958,0x0004,4,0,0,2,211,0xE9B8,0x8C2F,0x8C34
14959,0x0004,4,0,0,2,211,0xE9BC,0x8C2F,0x8C32
14960,0x0004,4,0,0,2,211,0xE9C0,0x8C2F,0x8C30
14961,0x0004,4,0,0,2,211,0xE9C4,0x8C2F,0x8C2D
14962,0x0004,4,0,0,2,211,0xE9C8,0x8C2F,0x8C2B
14963,0x0004,4,0,0,2,211,0xE9CC,0x8C2F,0x8C28
14964,0x0004,4,0,0,2,211,0xE9D0,0x8C2F,0x8C26
14965,0x0004,4,0,0,2,211,0xE9D4,0x8C2F,0x8C24
14966,0x0004,4,0,0,2,211,0xE9D8,0x8C2F,0x8C21
14967,0x0004,4,0,0,2,211,0xE9DC,0x8C2F,0x8C1F
14968,0x0004,4,0,0,2,211,0xE9E0,0x8C2F,0x8C1C
14969,0x0004,4,0,0,2,211,0xE9E4,0x8C2F,0x8C1A
14970,0x0004,4,0,0,2,211,0xE9E8,0x8C2F,0x8C18
14971,0x0004,4,0,0,2,211,0xE9EC,0x8C2F,0x8C15
14972,0x0004,4,0,0,2,211,0xE9F0,0x8C2F,0x8C13
14973,0x0004,4,0,0,2,211,0xE9F4,0x8C2F,0x8C10
14974,0x0004,4,0,0,2,211,0xE9F8,0x8C2F,0x8C0E
14975,0x0004,4,0,0,2,211,0xE9FC,0x8C2F,0x8C0C
14976,0x0004,4,0,0,2,212,0xEA00,0x8BE2,0x8C09
14977,0x0004,4,0,0,2,212,0xEA04,0x8BE2,0x8C07
14978,0x0004,4,0,0,2,212,0xEA08,0x8BE2,0x8C05
14979,0x0004,4,0,0,2,212,0xEA0C,0x8BE2,0x8C02
14980,0x0004,4,0,0,2,212,0xEA10,0x8BE2,0x8C00
14981,0x0004,4,0,0,2,212,0xEA14,0x8BE2,0x8BFD
14982,0x0004,4,0,0,2,212,0xEA18,0x8BE2,0x8BFB
14983,0x0004,4,0,0,2,212,0xEA1C,0x8BE2,0x8BF9
14984,0x0004,4,0,0,2,212,0xEA20,0x8BE2,0x8BF6
14985,0x0004,4,0,0,2,212,0xEA24,0x8BE2,0x8BF3
14986,0x0004,4,0,0,2,212,0xEA28,0x8BE2,0x8BF1
14987,0x0004,4,0,0,2,212,0xEA2C,0x8BE2,0x8BEF
14988,0x0004,4,0,0,2,212,0xEA30,0x8BE2,0x8BED
14989,0x0004,4,0,0,2,212,0xEA34,0x8BE2,0x8BEB
14990,0x0004,4,0,0,2,212,0xEA38,0x8BE2,0x8BE7
14991,0x0004,4,0,0,2,212,0xEA3C,0x8BE2,0x8BE5
14992,0x0004,4,0,0,2,212,0xEA40,0x8BE2,0x8BE3
14993,0x0004,4,0,0,2,212,0xEA44,0x8BE2,0x8BE1
14994,0x0004,4,0,0,2,212,0xEA48,0x8BE2,0x8BDF
14995,0x0004,4,0,0,2,212,0xEA4C,0x8BE2,0x8BDB
14996,0x0004,4,0,0,2,212,0xEA50,0x8BE2,0x8BD9
14997,0x0004,4,0,0,2,212,0xEA54,0x8BE2,0x8BD7
14998,0x0004,4,0,0,2,212,0xEA58,0x8BE2,0x8BD5
14999,0x0004,4,0,0,2,212,0xEA5C,0x8BE2,0x8BD3
15000,0x0004,4,0,0,2,212,0xEA60,0x8BE2,0x8BCF
15001,0x0004,4,0,0,2,212,0xEA64,0x8BE2,0x8BCD
15002,0x0004,4,0,0,2,212,0xEA68,0x8BE2,0x8BCB
15003,0x0004,4,0,0,2,212,0xEA6C,0x8BE2,0x8BC9
15004,0x0004,4,0,0,2,212,0xEA70,0x8BE2,0x8BC7
15005,0x0004,4,0,0,2,212,0xEA74,0x8BE2,0x8BC4
15006,0x0004,4,0,0,2,212,0xEA78,0x8BE2,0x8BC1
